survey_id,survey_psu,survey_weight,survey_strata,sba,wealth,education,area
    6501   4  2,6501,0.508373,17,0,2,0,2
    6501  20  7,6501,0.508373,17,0,2,0,2
    6501  22  2,6501,0.508373,17,0,1,0,2
    6501  25  2,6501,0.508373,17,0,1,0,2
    6501  27  2,6501,0.508373,17,1,1,1,2
    6501  31  2,6501,0.508373,17,0,2,0,2
    6501  36  4,6501,0.508373,17,0,1,0,2
    6501  37  2,6501,0.508373,17,0,1,0,2
    6501  38  2,6501,0.508373,17,0,1,0,2
    6501  40  2,6501,0.508373,17,0,1,0,2
    6501  41  2,6501,0.508373,17,0,1,0,2
    6501  43  2,6501,0.508373,17,1,1,1,2
    6501  44  2,6501,0.508373,17,0,1,0,2
    6501  46  2,6501,0.508373,17,0,1,0,2
    6601   1  2,6601,0.508373,17,0,1,0,2
    6601  16  1,6601,0.508373,17,0,2,0,2
    6601  18  2,6601,0.508373,17,1,2,0,2
    6601  38  2,6601,0.508373,17,0,1,0,2
    6601  41  6,6601,0.508373,17,0,2,1,2
    6601  42  1,6601,0.508373,17,0,1,0,2
    6601  44  4,6601,0.508373,17,0,1,0,2
    6601  52  2,6601,0.508373,17,0,1,0,2
    6701   3  2,6701,0.508373,17,0,1,0,2
    6701   4  1,6701,0.508373,17,0,1,0,2
    6701   5  3,6701,0.508373,17,0,1,0,2
    6701   6  2,6701,0.508373,17,0,1,0,2
    6701   9  2,6701,0.508373,17,0,1,0,2
    6701  28  2,6701,0.508373,17,0,1,0,2
    6701  39  2,6701,0.508373,17,0,1,0,2
    6701  43  2,6701,0.508373,17,0,1,0,2
    6701  57  2,6701,0.508373,17,0,2,0,2
    6702  49  2,6702,0.508373,17,0,2,0,2
    6702  50  1,6702,0.508373,17,0,1,1,2
    6702  52  4,6702,0.508373,17,1,3,2,2
    6702 170  2,6702,0.508373,17,1,3,1,2
    6801  46  1,6801,0.508373,17,0,1,0,2
    6801  51  2,6801,0.508373,17,0,1,0,2
    6801 101  2,6801,0.508373,17,0,2,0,2
    6801 105  2,6801,0.508373,17,0,1,0,2
    6801 159  2,6801,0.508373,17,0,2,0,2
    6801 163  1,6801,0.508373,17,0,1,0,2
    6801 165  5,6801,0.508373,17,1,1,3,2
    6801 213  2,6801,0.508373,17,0,1,0,2
    6801 214  2,6801,0.508373,17,0,1,0,2
    6801 215  4,6801,0.508373,17,0,1,1,2
    6802  11  4,6802,0.508373,17,0,1,0,2
    6802  12  3,6802,0.508373,17,0,1,0,2
    6802  13  2,6802,0.508373,17,0,1,0,2
    6802  16  2,6802,0.508373,17,0,1,0,2
    6802  18  2,6802,0.508373,17,0,1,0,2
    6802  57  4,6802,0.508373,17,0,2,0,2
    6802  59  2,6802,0.508373,17,0,1,0,2
    6802  92  2,6802,0.508373,17,0,1,0,2
    6802  94  2,6802,0.508373,17,0,1,0,2
    6802  95  2,6802,0.508373,17,0,1,0,2
    6802  99  2,6802,0.508373,17,0,1,0,2
    6802 100  2,6802,0.508373,17,0,1,0,2
    6802 133  2,6802,0.508373,17,1,2,3,2
    6802 136  2,6802,0.508373,17,0,1,0,2
    6802 139  2,6802,0.508373,17,0,1,0,2
    6803   5  2,6803,0.508373,17,0,1,0,2
    6803   6  2,6803,0.508373,17,0,1,0,2
    6803  41  2,6803,0.508373,17,0,1,0,2
    6803  81  2,6803,0.508373,17,0,1,0,2
    6803  84  2,6803,0.508373,17,0,1,0,2
    6803  85  1,6803,0.508373,17,0,1,0,2
    6803  86  2,6803,0.508373,17,0,1,0,2
    6803  89  1,6803,0.508373,17,0,1,0,2
    6803 123  6,6803,0.508373,17,0,1,0,2
    6803 124  2,6803,0.508373,17,0,1,0,2
    6803 125  3,6803,0.508373,17,0,2,0,2
    6901  14  1,6901,0.584344,14,1,1,0,2
    6901  17  2,6901,0.584344,14,0,1,0,2
    6901  19  1,6901,0.584344,14,0,1,1,2
    6901  34  4,6901,0.584344,14,0,1,0,2
    6901  42  3,6901,0.584344,14,1,1,0,2
    6901  53  3,6901,0.584344,14,1,1,0,2
    6901  54  4,6901,0.584344,14,0,1,1,2
    6901  58  6,6901,0.584344,14,1,2,0,2
    6901  59  2,6901,0.584344,14,1,1,0,2
    6901  63  1,6901,0.584344,14,1,1,0,2
    6901  77  2,6901,0.584344,14,1,1,0,2
    6901  80  4,6901,0.584344,14,1,1,0,2
    6901  82  3,6901,0.584344,14,0,1,0,2
    6901  82  6,6901,0.584344,14,1,1,0,2
    6902  14  1,6902,0.584344,14,0,1,0,2
    6902  16  3,6902,0.584344,14,0,1,0,2
    6902  18  2,6902,0.584344,14,0,1,0,2
    6902  20  1,6902,0.584344,14,0,1,0,2
    6902  46  3,6902,0.584344,14,0,1,0,2
    6902  71  1,6902,0.584344,14,0,1,0,2
    6902  72  2,6902,0.584344,14,0,1,0,2
    6902  95  2,6902,0.584344,14,0,1,1,2
    6902  95  5,6902,0.584344,14,0,1,0,2
    6902  98  3,6902,0.584344,14,0,1,0,2
    6902  99  2,6902,0.584344,14,0,3,0,2
    6902 100  3,6902,0.584344,14,0,3,0,2
    6902 101  4,6902,0.584344,14,0,1,2,2
    6902 101  8,6902,0.584344,14,0,1,2,2
    6902 102  2,6902,0.584344,14,1,1,1,2
    6902 103  2,6902,0.584344,14,0,1,0,2
    6903   1  3,6903,0.584344,14,0,2,1,2
    6903  66  1,6903,0.584344,14,0,1,0,2
    6903  67  1,6903,0.584344,14,0,1,0,2
    6903 123  1,6903,0.584344,14,0,1,0,2
    6903 166  3,6903,0.584344,14,1,2,2,2
    6903 170  2,6903,0.584344,14,1,1,2,2
    6904   4  4,6904,0.584344,14,0,1,0,2
    6904   6  2,6904,0.584344,14,0,1,0,2
    6904   9  2,6904,0.584344,14,1,1,0,2
    6904  29  1,6904,0.584344,14,0,1,0,2
    6904  31  2,6904,0.584344,14,0,1,0,2
    6904  43  3,6904,0.584344,14,0,1,0,2
    6904  43  8,6904,0.584344,14,1,1,0,2
    6904  44  2,6904,0.584344,14,0,1,0,2
    6904  44  3,6904,0.584344,14,0,1,0,2
    6904  50  4,6904,0.584344,14,0,1,1,2
    6904  52  2,6904,0.584344,14,0,1,0,2
    6904  66  7,6904,0.584344,14,1,2,2,2
    6904  68  4,6904,0.584344,14,0,2,2,2
    6904  71  2,6904,0.584344,14,1,1,1,2
    7001  28  6,7001,0.212599,13,1,5,3,1
    7001 101  2,7001,0.212599,13,0,3,0,1
    7001 150  4,7001,0.212599,13,1,3,0,1
    7001 150  8,7001,0.212599,13,1,3,2,1
    7001 158  6,7001,0.212599,13,0,5,2,1
    7001 223  2,7001,0.212599,13,0,3,2,1
    7001 231  2,7001,0.212599,13,1,2,1,1
    7001 272  3,7001,0.212599,13,1,4,2,1
    7002   9  2,7002,0.584344,14,0,1,0,2
    7002  10  2,7002,0.584344,14,1,2,2,2
    7002  22  7,7002,0.584344,14,0,1,0,2
    7002  27  2,7002,0.584344,14,1,2,1,2
    7002  30  2,7002,0.584344,14,0,3,1,2
    7002  47  4,7002,0.584344,14,0,1,0,2
    7002  51  1,7002,0.584344,14,0,1,0,2
    7002  62  3,7002,0.584344,14,1,2,1,2
    7002  63  2,7002,0.584344,14,0,1,0,2
    7002  64  2,7002,0.584344,14,0,1,1,2
    7002  66  1,7002,0.584344,14,0,1,0,2
    7002  68  1,7002,0.584344,14,0,1,1,2
    7002  70  2,7002,0.584344,14,1,1,0,2
    7003  16  1,7003,0.584344,14,1,1,0,2
    7003  21  1,7003,0.584344,14,0,1,0,2
    7003  53  2,7003,0.584344,14,0,1,0,2
    7003  84  2,7003,0.584344,14,0,1,0,2
    7003  88  1,7003,0.584344,14,0,1,0,2
    7003 127  1,7003,0.584344,14,0,1,1,2
    7003 129  3,7003,0.584344,14,0,1,0,2
    7004  16  2,7004,0.584344,14,0,2,0,2
    7004  18  5,7004,0.584344,14,1,1,1,2
    7004  19  3,7004,0.584344,14,1,1,0,2
    7004  21  1,7004,0.584344,14,0,1,0,2
    7004  78  3,7004,0.584344,14,1,2,0,2
    7004  80  2,7004,0.584344,14,0,1,0,2
    7004 135  3,7004,0.584344,14,1,2,0,2
    7004 136  4,7004,0.584344,14,1,2,2,2
    7004 137  1,7004,0.584344,14,0,1,0,2
    7004 142  1,7004,0.584344,14,0,2,0,2
    7004 187  1,7004,0.584344,14,0,3,1,2
    7004 188  1,7004,0.584344,14,0,3,0,2
    7004 189  2,7004,0.584344,14,1,2,2,2
    7004 191  1,7004,0.584344,14,1,3,0,2
    7005  32  1,7005,0.584344,14,0,1,0,2
    7005  35  2,7005,0.584344,14,0,1,0,2
    7101  39  2,7101,0.245226,15,1,4,1,1
    7101  73  2,7101,0.245226,15,1,5,2,1
    7101  91  3,7101,0.245226,15,1,5,2,1
    7101 100  4,7101,0.245226,15,1,5,2,1
    7101 169  1,7101,0.245226,15,1,5,2,1
    7101 169  2,7101,0.245226,15,0,5,0,1
    7101 204  2,7101,0.245226,15,1,3,2,1
    7102  42  2,7102,0.245226,15,1,3,1,1
    7102 135  2,7102,0.245226,15,0,1,0,1
    7102 144  4,7102,0.245226,15,1,3,0,1
    7102 144  7,7102,0.245226,15,1,3,0,1
    7102 273  1,7102,0.245226,15,0,5,0,1
    7103  33  2,7103,0.245226,15,1,2,0,1
    7103  44  3,7103,0.245226,15,1,4,2,1
    7103 210  7,7103,0.245226,15,1,4,0,1
    7103 304  2,7103,0.245226,15,1,5,1,1
    7103 410  2,7103,0.245226,15,1,5,1,1
    7104  74  2,7104,0.245226,15,0,5,2,1
    7104 198  2,7104,0.245226,15,0,5,0,1
    7104 344  2,7104,0.245226,15,1,5,3,1
    7105 217  2,7105,0.245226,15,1,5,3,1
    7105 242  4,7105,0.245226,15,1,5,3,1
    7105 422  5,7105,0.245226,15,1,4,1,1
    7106  15  5,7106,0.245226,15,1,5,3,1
    7106 153  3,7106,0.245226,15,1,5,2,1
    7106 244  4,7106,0.245226,15,1,5,1,1
    7106 301  1,7106,0.245226,15,1,5,2,1
    7106 358  2,7106,0.245226,15,1,1,0,1
    7107  60  4,7107,0.245226,15,1,4,2,1
    7107 139  2,7107,0.245226,15,0,1,1,1
    7107 173  2,7107,0.245226,15,0,3,0,1
    7107 184  4,7107,0.245226,15,0,3,0,1
    7107 241  1,7107,0.245226,15,0,3,2,1
    7107 286  5,7107,0.245226,15,0,2,0,1
    7107 297  3,7107,0.245226,15,0,4,2,1
    7107 308  1,7107,0.245226,15,0,3,0,1
    7107 354  2,7107,0.245226,15,0,4,0,1
    7107 365  2,7107,0.245226,15,0,2,0,1
    7108 114  3,7108,1.226704,16,1,5,3,2
    7108 209  2,7108,1.226704,16,1,2,2,2
    7108 213  3,7108,1.226704,16,1,5,2,2
    7108 214  2,7108,1.226704,16,1,4,2,2
    7108 217  2,7108,1.226704,16,1,4,2,2
    7108 309  2,7108,1.226704,16,1,4,2,2
    7108 312  4,7108,1.226704,16,1,4,2,2
    7109  26  1,7109,1.226704,16,1,4,2,2
    7109  94  2,7109,1.226704,16,0,2,0,2
    7109  96  3,7109,1.226704,16,1,4,0,2
    7109  99  3,7109,1.226704,16,1,4,3,2
    7109 100  5,7109,1.226704,16,1,4,2,2
    7109 168  3,7109,1.226704,16,1,3,1,2
    7109 171  2,7109,1.226704,16,1,4,2,2
    7109 223  1,7109,1.226704,16,1,3,0,2
    7109 227  1,7109,1.226704,16,1,2,0,2
    7110  36  2,7110,1.226704,16,0,2,2,2
    7110  39  1,7110,1.226704,16,1,3,1,2
    7110  40  4,7110,1.226704,16,1,2,1,2
    7110  41  3,7110,1.226704,16,0,1,1,2
    7110  84  2,7110,1.226704,16,1,2,0,2
    7110  85 13,7110,1.226704,16,1,2,0,2
    7110  86 17,7110,1.226704,16,0,3,0,2
    7110  90  4,7110,1.226704,16,0,2,0,2
    7110 142  2,7110,1.226704,16,1,3,2,2
    7110 149  4,7110,1.226704,16,0,3,1,2
    7110 150  2,7110,1.226704,16,0,2,0,2
    7110 194  2,7110,1.226704,16,0,2,0,2
    7110 195  5,7110,1.226704,16,1,3,0,2
    7110 200  4,7110,1.226704,16,0,2,0,2
    7111  53  2,7111,1.226704,16,1,4,2,2
    7111  59  2,7111,1.226704,16,0,4,0,2
    7111  63  2,7111,1.226704,16,1,5,3,2
    7111 106  1,7111,1.226704,16,0,3,0,2
    7111 109  3,7111,1.226704,16,0,5,2,2
    7111 109  7,7111,1.226704,16,1,5,3,2
    7111 169  2,7111,1.226704,16,1,2,2,2
    7111 176  3,7111,1.226704,16,0,2,0,2
    7111 209  1,7111,1.226704,16,1,4,2,2
    7111 215  2,7111,1.226704,16,0,3,0,2
    7112   2  2,7112,1.226704,16,0,3,0,2
    7112   8  3,7112,1.226704,16,0,2,1,2
    7112  10  1,7112,1.226704,16,0,1,1,2
    7112  44  7,7112,1.226704,16,0,4,1,2
    7112  44 10,7112,1.226704,16,0,4,2,2
    7112  44 14,7112,1.226704,16,0,4,2,2
    7112  85  2,7112,1.226704,16,1,2,2,2
    7112  87  1,7112,1.226704,16,0,2,1,2
    7112 135  2,7112,1.226704,16,1,2,0,2
    7201  21  4,7201,0.245226,15,0,5,3,1
    7201  33  2,7201,0.245226,15,1,5,3,1
    7201  89  4,7201,0.245226,15,1,5,2,1
    7201 109  3,7201,0.245226,15,1,5,2,1
    7201 129  2,7201,0.245226,15,1,4,1,1
    7202  63  2,7202,0.245226,15,1,5,2,1
    7202  71  3,7202,0.245226,15,1,5,1,1
    7202  87  2,7202,0.245226,15,1,5,2,1
    7202 150  1,7202,0.245226,15,1,5,2,1
    7202 174  2,7202,0.245226,15,1,5,3,1
    7203  31  1,7203,0.245226,15,1,5,2,1
    7203  57  3,7203,0.245226,15,1,5,2,1
    7203  70  2,7203,0.245226,15,1,5,2,1
    7203  76  2,7203,0.245226,15,1,4,1,1
    7203  83  1,7203,0.245226,15,0,2,0,1
    7203  89  2,7203,0.245226,15,0,3,0,1
    7203 167  4,7203,0.245226,15,1,3,1,1
    7203 206  4,7203,0.245226,15,1,5,1,1
    7204   1  2,7204,0.245226,15,1,5,2,1
    7204  20  1,7204,0.245226,15,1,5,3,1
    7204  95  2,7204,0.245226,15,0,1,0,1
    7204 105  7,7204,0.245226,15,0,5,2,1
    7204 142  4,7204,0.245226,15,1,5,3,1
    7204 171  4,7204,0.245226,15,1,5,3,1
    7204 190  2,7204,0.245226,15,0,1,1,1
    7204 256  3,7204,0.245226,15,1,4,3,1
    7204 293  6,7204,0.245226,15,1,4,2,1
    7205   1  1,7205,1.226704,16,1,3,0,2
    7205   4  2,7205,1.226704,16,0,2,0,2
    7205  10  2,7205,1.226704,16,1,3,1,2
    7205  57  4,7205,1.226704,16,1,2,1,2
    7205  60  2,7205,1.226704,16,0,2,0,2
    7205  62  4,7205,1.226704,16,0,2,0,2
    7205 105  2,7205,1.226704,16,0,3,1,2
    7205 107  2,7205,1.226704,16,1,1,0,2
    7205 110  4,7205,1.226704,16,0,1,1,2
    7205 112  4,7205,1.226704,16,0,4,2,2
    7205 113  4,7205,1.226704,16,1,2,1,2
    7205 114  5,7205,1.226704,16,0,1,1,2
    7205 159  2,7205,1.226704,16,0,2,0,2
    7205 161  3,7205,1.226704,16,0,3,0,2
    7206  46  4,7206,1.226704,16,0,2,0,2
    7206  94  2,7206,1.226704,16,0,2,2,2
    7206  95  4,7206,1.226704,16,0,5,2,2
    7206 180  1,7206,1.226704,16,0,3,1,2
    7207  14  1,7207,1.226704,16,1,2,0,2
    7207  18  4,7207,1.226704,16,1,2,1,2
    7207  63  2,7207,1.226704,16,0,5,2,2
    7207  65  2,7207,1.226704,16,1,5,3,2
    7207 111  3,7207,1.226704,16,0,1,1,2
    7207 116  6,7207,1.226704,16,0,4,0,2
    7207 155  2,7207,1.226704,16,1,3,0,2
    7207 157  4,7207,1.226704,16,0,2,2,2
    7301  77  3,7301,0.212599,13,0,1,2,1
    7301 124  2,7301,0.212599,13,1,1,0,1
    7301 147  4,7301,0.212599,13,1,3,2,1
    7301 147  7,7301,0.212599,13,1,3,1,1
    7301 232  2,7301,0.212599,13,1,4,2,1
    7302  11  2,7302,0.584344,14,1,1,0,2
    7302  19  2,7302,0.584344,14,1,1,0,2
    7302  71  2,7302,0.584344,14,1,1,0,2
    7302 117  2,7302,0.584344,14,0,3,1,2
    7302 121  2,7302,0.584344,14,0,1,2,2
    7302 124  1,7302,0.584344,14,0,1,0,2
    7302 158  2,7302,0.584344,14,0,3,0,2
    7302 161  1,7302,0.584344,14,0,1,0,2
    7302 162  2,7302,0.584344,14,0,1,2,2
    7302 163  4,7302,0.584344,14,0,1,0,2
    7302 164  2,7302,0.584344,14,0,1,0,2
    7302 165  1,7302,0.584344,14,0,2,0,2
    7303  11  3,7303,0.584344,14,0,1,2,2
    7303  15  2,7303,0.584344,14,0,1,0,2
    7303  19  2,7303,0.584344,14,0,1,0,2
    7303  92  1,7303,0.584344,14,0,1,0,2
    7303  96  1,7303,0.584344,14,0,1,0,2
    7303  99  1,7303,0.584344,14,0,1,0,2
    7303 181  2,7303,0.584344,14,0,1,0,2
    7303 183  3,7303,0.584344,14,0,1,0,2
    7303 184  2,7303,0.584344,14,0,1,0,2
    7303 185  2,7303,0.584344,14,0,1,0,2
    7303 186  4,7303,0.584344,14,0,1,0,2
    7303 189  5,7303,0.584344,14,1,1,1,2
    7303 262  1,7303,0.584344,14,0,1,1,2
    7303 266  2,7303,0.584344,14,0,1,0,2
    7304  12  2,7304,0.584344,14,0,1,0,2
    7304  16  2,7304,0.584344,14,0,2,1,2
    7304  19  1,7304,0.584344,14,0,1,0,2
    7304  86  4,7304,0.584344,14,1,1,0,2
    7304  86  8,7304,0.584344,14,1,1,2,2
    7304  90  2,7304,0.584344,14,1,3,1,2
    7304 118  1,7304,0.584344,14,1,2,0,2
    7401  18  7,7401,0.212599,13,1,3,0,1
    7401  46  5,7401,0.212599,13,0,2,1,1
    7401  95  4,7401,0.212599,13,0,4,1,1
    7401 131  2,7401,0.212599,13,1,4,2,1
    7401 180  6,7401,0.212599,13,1,4,2,1
    7401 201  2,7401,0.212599,13,1,3,0,1
    7401 208  4,7401,0.212599,13,0,4,2,1
    7402  94  2,7402,0.212599,13,1,3,2,1
    7402 129  3,7402,0.212599,13,0,4,3,1
    7402 152  4,7402,0.212599,13,0,3,1,1
    7402 163  2,7402,0.212599,13,0,4,2,1
    7402 169  2,7402,0.212599,13,0,4,2,1
    7402 169  8,7402,0.212599,13,1,4,3,1
    7402 169 11,7402,0.212599,13,1,4,2,1
    7403  13  2,7403,0.584344,14,0,2,2,2
    7403  14  2,7403,0.584344,14,0,2,0,2
    7403  17  3,7403,0.584344,14,0,3,0,2
    7403  18  7,7403,0.584344,14,0,3,2,2
    7403  19  3,7403,0.584344,14,0,3,2,2
    7403  21  2,7403,0.584344,14,0,2,1,2
    7403  22  1,7403,0.584344,14,0,2,0,2
    7403  47  2,7403,0.584344,14,1,2,0,2
    7403  80  2,7403,0.584344,14,0,2,2,2
    7403 111  3,7403,0.584344,14,1,3,2,2
    7403 113  2,7403,0.584344,14,0,2,2,2
    7403 114  1,7403,0.584344,14,0,1,0,2
    7404  41  2,7404,0.584344,14,1,3,2,2
    7404  41  7,7404,0.584344,14,1,3,1,2
    7404 113  2,7404,0.584344,14,1,1,2,2
    7404 140  1,7404,0.584344,14,1,1,0,2
    7501  22  1,7501,0.508373,17,0,2,2,2
    7501  23  2,7501,0.508373,17,1,1,1,2
    7501  26  4,7501,0.508373,17,1,1,1,2
    7501  27  1,7501,0.508373,17,1,1,0,2
    7501  56  3,7501,0.508373,17,1,2,2,2
    7501  62  1,7501,0.508373,17,1,3,1,2
    7501  87  4,7501,0.508373,17,1,3,3,2
    7501  93  5,7501,0.508373,17,1,3,2,2
    7501 120  3,7501,0.508373,17,1,3,0,2
    7501 124  3,7501,0.508373,17,1,2,2,2
    7502   1  2,7502,0.508373,17,0,1,2,2
    7502   7  1,7502,0.508373,17,0,1,2,2
    7502  12  2,7502,0.508373,17,0,1,1,2
    7502  15  2,7502,0.508373,17,0,2,2,2
    7502  16  5,7502,0.508373,17,0,1,2,2
    7502  18  2,7502,0.508373,17,0,2,1,2
    7502  21  3,7502,0.508373,17,1,2,1,2
    7502  25  4,7502,0.508373,17,0,3,0,2
    7502  26  1,7502,0.508373,17,0,1,0,2
    7502  27  2,7502,0.508373,17,0,1,0,2
    7502  45  2,7502,0.508373,17,0,3,2,2
